"Name","PolicyType","Mode","DisplayName","Description","Parameters","PolicyRuleIf","PolicyRuleThen"
"Enforce-Guardrails-APIM","Custom","Not Specified","Enforce recommended guardrails for API Management","This policy initiative is a group of policies that ensures API Management is compliant per regulated Landing Zones.","apiSubscriptionScope.type=string;
apiSubscriptionScope.defaultValue=Deny;
apiSubscriptionScope.allowedValues=Audit Deny Disabled;
minimumApiVersion.type=string;
minimumApiVersion.defaultValue=Deny;
minimumApiVersion.allowedValues=Audit Deny Disabled;
apimSkuVnet.type=string;
apimSkuVnet.defaultValue=Deny;
apimSkuVnet.allowedValues=Audit Deny Disabled;
apimDisablePublicNetworkAccess.type=string;
apimDisablePublicNetworkAccess.defaultValue=DeployIfNotExists;
apimDisablePublicNetworkAccess.allowedValues=DeployIfNotExists Disabled;
apimApiBackendCertValidation.type=string;
apimApiBackendCertValidation.defaultValue=Deny;
apimApiBackendCertValidation.allowedValues=Audit Deny Disabled;
apimDirectApiEndpoint.type=string;
apimDirectApiEndpoint.defaultValue=Deny;
apimDirectApiEndpoint.allowedValues=Audit Deny Disabled;
apimCallApiAuthn.type=string;
apimCallApiAuthn.defaultValue=Deny;
apimCallApiAuthn.allowedValues=Audit Deny Disabled;
apimEncryptedProtocols.type=string;
apimEncryptedProtocols.defaultValue=Deny;
apimEncryptedProtocols.allowedValues=Audit Deny Disabled;
apimVnetUsage.type=string;
apimVnetUsage.defaultValue=Deny;
apimVnetUsage.allowedValues=Audit Deny Disabled;
apimSecrets.type=string;
apimSecrets.defaultValue=Deny;
apimSecrets.allowedValues=Audit Deny Disabled;
apimTls.type=string;
apimTls.defaultValue=Deny;
apimTls.allowedValues=Audit Deny Disabled","None","None"
"Enforce-Guardrails-AppServices","Custom","Not Specified","Enforce recommended guardrails for App Service","This policy initiative is a group of policies that ensures App Service is compliant per regulated Landing Zones.","functionAppDebugging.type=string;
functionAppDebugging.defaultValue=DeployIfNotExists;
functionAppDebugging.allowedValues=DeployIfNotExists Disabled;
appServiceDisableLocalAuth.type=string;
appServiceDisableLocalAuth.defaultValue=DeployIfNotExists;
appServiceDisableLocalAuth.allowedValues=DeployIfNotExists Disabled;
appServiceSkuPl.type=string;
appServiceSkuPl.defaultValue=Deny;
appServiceSkuPl.allowedValues=Audit Deny Disabled;
appServiceDisableLocalAuthFtp.type=string;
appServiceDisableLocalAuthFtp.defaultValue=DeployIfNotExists;
appServiceDisableLocalAuthFtp.allowedValues=DeployIfNotExists Disabled;
appServiceRouting.type=string;
appServiceRouting.defaultValue=Deny;
appServiceRouting.allowedValues=Audit Deny Disabled;
appServiceScmAuth.type=string;
appServiceScmAuth.defaultValue=DeployIfNotExists;
appServiceScmAuth.allowedValues=DeployIfNotExists Disabled;
appServiceRfc.type=string;
appServiceRfc.defaultValue=Deny;
appServiceRfc.allowedValues=Audit Deny Disabled;
appServiceAppsRfc.type=string;
appServiceAppsRfc.defaultValue=Deny;
appServiceAppsRfc.allowedValues=Audit Deny Disabled;
appServiceAppsVnetRouting.type=string;
appServiceAppsVnetRouting.defaultValue=Deny;
appServiceAppsVnetRouting.allowedValues=Audit Deny Disabled;
appServiceEnvLatestVersion.type=string;
appServiceEnvLatestVersion.defaultValue=Deny;
appServiceEnvLatestVersion.allowedValues=Audit Deny Disabled;
appServiceAppSlotsRemoteDebugging.type=string;
appServiceAppSlotsRemoteDebugging.defaultValue=DeployIfNotExists;
appServiceAppSlotsRemoteDebugging.allowedValues=DeployIfNotExists Disabled;
appServiceAppsRemoteDebugging.type=string;
appServiceAppsRemoteDebugging.defaultValue=DeployIfNotExists;
appServiceAppsRemoteDebugging.allowedValues=DeployIfNotExists Disabled;
appServiceByoc.type=string;
appServiceByoc.defaultValue=Deny;
appServiceByoc.allowedValues=Audit Deny Disabled;
functionAppSlotsModifyHttps.type=string;
functionAppSlotsModifyHttps.defaultValue=Modify;
functionAppSlotsModifyHttps.allowedValues=Modify Disabled;
appServiceAppHttps.type=string;
appServiceAppHttps.defaultValue=Modify;
appServiceAppHttps.allowedValues=Modify Disabled;
functionAppSlotsModifyPublicNetworkAccess.type=string;
functionAppSlotsModifyPublicNetworkAccess.defaultValue=Modify;
functionAppSlotsModifyPublicNetworkAccess.allowedValues=Modify Disabled;
appServiceAppsModifyPublicNetworkAccess.type=string;
appServiceAppsModifyPublicNetworkAccess.defaultValue=Modify;
appServiceAppsModifyPublicNetworkAccess.allowedValues=Modify Disabled;
appServiceAppModifyPublicNetworkAccess.type=string;
appServiceAppModifyPublicNetworkAccess.defaultValue=Modify;
appServiceAppModifyPublicNetworkAccess.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-Automation","Custom","Not Specified","Enforce recommended guardrails for Automation Account","This policy initiative is a group of policies that ensures Automation Account is compliant per regulated Landing Zones.","aaModifyLocalAuth.type=string;
aaModifyLocalAuth.defaultValue=Modify;
aaModifyLocalAuth.allowedValues=Modify Disabled;
aaVariablesEncryption.type=string;
aaVariablesEncryption.defaultValue=Deny;
aaVariablesEncryption.allowedValues=Audit Disabled Deny;
aaLocalAuth.type=string;
aaLocalAuth.defaultValue=Deny;
aaLocalAuth.allowedValues=Audit Disabled Deny;
aaManagedIdentity.type=string;
aaManagedIdentity.defaultValue=Audit;
aaManagedIdentity.allowedValues=Audit Disabled;
autoHotPatch.type=string;
autoHotPatch.defaultValue=Deny;
autoHotPatch.allowedValues=Audit Disabled Deny;
aaModifyPublicNetworkAccess.type=string;
aaModifyPublicNetworkAccess.defaultValue=Modify;
aaModifyPublicNetworkAccess.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-BotService","Custom","Not Specified","Enforce recommended guardrails for Bot Service","This policy initiative is a group of policies that ensures Bot Service is compliant per regulated Landing Zones.","botServiceValidUri.type=string;
botServiceValidUri.defaultValue=Deny;
botServiceValidUri.allowedValues=Audit audit Deny deny Disabled disabled;
botServiceIsolatedMode.type=string;
botServiceIsolatedMode.defaultValue=Deny;
botServiceIsolatedMode.allowedValues=Audit audit Deny deny Disabled disabled;
botServiceLocalAuth.type=string;
botServiceLocalAuth.defaultValue=Deny;
botServiceLocalAuth.allowedValues=Audit Deny Disabled;
botServicePrivateLink.type=string;
botServicePrivateLink.defaultValue=Audit;
botServicePrivateLink.allowedValues=Audit Disabled","None","None"
"Enforce-Guardrails-CognitiveServices","Custom","Not Specified","Enforce recommended guardrails for Cognitive Services","This policy initiative is a group of policies that ensures Cognitive Services is compliant per regulated Landing Zones.","cognitiveSearchSku.type=string;
cognitiveSearchSku.defaultValue=Deny;
cognitiveSearchSku.allowedValues=Audit Deny Disabled;
cognitiveSearchLocalAuth.type=string;
cognitiveSearchLocalAuth.defaultValue=Deny;
cognitiveSearchLocalAuth.allowedValues=Audit Deny Disabled;
modifyCognitiveSearchLocalAuth.type=string;
modifyCognitiveSearchLocalAuth.defaultValue=Modify;
modifyCognitiveSearchLocalAuth.allowedValues=Modify Disabled;
cognitiveServicesLocalAuth.type=string;
cognitiveServicesLocalAuth.defaultValue=Modify;
cognitiveServicesLocalAuth.allowedValues=Modify Disabled;
modifyCognitiveSearchPublicEndpoint.type=string;
modifyCognitiveSearchPublicEndpoint.defaultValue=Modify;
modifyCognitiveSearchPublicEndpoint.allowedValues=Modify Disabled;
cognitiveServicesModifyPublicNetworkAccess.type=string;
cognitiveServicesModifyPublicNetworkAccess.defaultValue=Modify;
cognitiveServicesModifyPublicNetworkAccess.allowedValues=Modify Disabled;
cognitiveServicesManagedIdentity.type=string;
cognitiveServicesManagedIdentity.defaultValue=Deny;
cognitiveServicesManagedIdentity.allowedValues=Audit Deny Disabled;
cognitiveServicesCustomerStorage.type=string;
cognitiveServicesCustomerStorage.defaultValue=Deny;
cognitiveServicesCustomerStorage.allowedValues=Audit Deny Disabled;
cognitiveServicesResourceLogs.type=string;
cognitiveServicesResourceLogs.defaultValue=AuditIfNotExists;
cognitiveServicesResourceLogs.allowedValues=AuditIfNotExists Disabled","None","None"
"Enforce-Guardrails-Compute","Custom","Not Specified","Enforce recommended guardrails for Compute","This policy initiative is a group of policies that ensures Compute is compliant per regulated Landing Zones.","diskDoubleEncryption.type=string;
diskDoubleEncryption.defaultValue=Deny;
diskDoubleEncryption.allowedValues=Audit Deny Disabled;
vmAndVmssEncryptionHost.type=string;
vmAndVmssEncryptionHost.defaultValue=Deny;
vmAndVmssEncryptionHost.allowedValues=Audit Deny Disabled","None","None"
"Enforce-Guardrails-ContainerApps","Custom","Not Specified","Enforce recommended guardrails for Container Apps","This policy initiative is a group of policies that ensures Container Apps is compliant per regulated Landing Zones.","containerAppsManagedIdentity.type=string;
containerAppsManagedIdentity.defaultValue=Deny;
containerAppsManagedIdentity.allowedValues=Audit Deny Disabled;
containerAppsVnetInjection.type=string;
containerAppsVnetInjection.defaultValue=Deny;
containerAppsVnetInjection.allowedValues=Audit Deny Disabled","None","None"
"Enforce-Guardrails-ContainerInstance","Custom","Not Specified","Enforce recommended guardrails for Container Instance","This policy initiative is a group of policies that ensures Container Apps is compliant per regulated Landing Zones.","containerInstanceVnet.type=string;
containerInstanceVnet.defaultValue=Deny;
containerInstanceVnet.allowedValues=Audit Deny Disabled","None","None"
"Deploy-Activity-Log-Sta","Custom","All","Deploy Diagnostic Settings for Activity Log to Azure Storage","Ensures that Activity Log Diagnostics settings are set to push logs into a Storage Account for Long term retention.","storageId.type=String;
storageId.metadata.displayName=Storage Account resource ID;
storageId.metadata.description=Select Storage account from dropdown list. If this account is outside of the scope of the assignment you must manually grant 'Contributor' permissions (or similar) to the policy assignment's principal ID.;
storageId.metadata.strongType=Microsoft.Storage/storageAccounts","allOf=System.Management.Automation.OrderedHashtable","allOf=System.Management.Automation.OrderedHashtable"
"Enforce-Guardrails-ContainerRegistry","Custom","Not Specified","Enforce recommended guardrails for Container Registry","This policy initiative is a group of policies that ensures Container Apps is compliant per regulated Landing Zones.","containerRegistryUnrestrictedNetworkAccess.type=string;
containerRegistryUnrestrictedNetworkAccess.defaultValue=Deny;
containerRegistryUnrestrictedNetworkAccess.allowedValues=Audit Deny Disabled;
containerRegistryRepositoryToken.type=string;
containerRegistryRepositoryToken.defaultValue=Deny;
containerRegistryRepositoryToken.allowedValues=Audit Deny Disabled;
containerRegistryModifyRepositoryToken.type=string;
containerRegistryModifyRepositoryToken.defaultValue=Modify;
containerRegistryModifyRepositoryToken.allowedValues=Modify Disabled;
containerRegistryLocalAuth.type=string;
containerRegistryLocalAuth.defaultValue=Deny;
containerRegistryLocalAuth.allowedValues=Audit Deny Disabled;
containerRegistryModifyLocalAuth.type=string;
containerRegistryModifyLocalAuth.defaultValue=Modify;
containerRegistryModifyLocalAuth.allowedValues=Modify Disabled;
containerRegistryExports.type=string;
containerRegistryExports.defaultValue=Deny;
containerRegistryExports.allowedValues=Audit Deny Disabled;
containerRegistryAnAuth.type=string;
containerRegistryAnAuth.defaultValue=Deny;
containerRegistryAnAuth.allowedValues=Audit Deny Disabled;
containerRegistryModifyAnAuth.type=string;
containerRegistryModifyAnAuth.defaultValue=Modify;
containerRegistryModifyAnAuth.allowedValues=Modify Disabled;
containerRegistrySkuPrivateLink.type=string;
containerRegistrySkuPrivateLink.defaultValue=Deny;
containerRegistrySkuPrivateLink.allowedValues=Audit Deny Disabled;
containerRegistryArmAudience.type=string;
containerRegistryArmAudience.defaultValue=Deny;
containerRegistryArmAudience.allowedValues=Audit Deny Disabled;
containerRegistryModifyArmAudience.type=string;
containerRegistryModifyArmAudience.defaultValue=Modify;
containerRegistryModifyArmAudience.allowedValues=Modify Disabled;
containerRegistryModifyPublicNetworkAccess.type=string;
containerRegistryModifyPublicNetworkAccess.defaultValue=Modify;
containerRegistryModifyPublicNetworkAccess.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-CosmosDb","Custom","Not Specified","Enforce recommended guardrails for Cosmos DB","This policy initiative is a group of policies that ensures Cosmos DB is compliant per regulated Landing Zones.","cosmosDbLocalAuth.type=string;
cosmosDbLocalAuth.defaultValue=Deny;
cosmosDbLocalAuth.allowedValues=Audit Deny Disabled;
cosmosDbFwRules.type=string;
cosmosDbFwRules.defaultValue=Deny;
cosmosDbFwRules.allowedValues=Audit Deny Disabled;
cosmosDbAtp.type=string;
cosmosDbAtp.defaultValue=DeployIfNotExists;
cosmosDbAtp.allowedValues=DeployIfNotExists Disabled;
cosmosDbModifyLocalAuth.type=string;
cosmosDbModifyLocalAuth.defaultValue=Modify;
cosmosDbModifyLocalAuth.allowedValues=Modify Disabled;
cosmosDbModifyPublicAccess.type=string;
cosmosDbModifyPublicAccess.defaultValue=Modify;
cosmosDbModifyPublicAccess.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-DataExplorer","Custom","Not Specified","Enforce recommended guardrails for Data Explorer","This policy initiative is a group of policies that ensures Data Explorer is compliant per regulated Landing Zones.","adxEncryption.type=string;
adxEncryption.defaultValue=Deny;
adxEncryption.allowedValues=Audit Deny Disabled;
adxDoubleEncryption.type=string;
adxDoubleEncryption.defaultValue=Deny;
adxDoubleEncryption.allowedValues=Audit Deny Disabled;
adxSku.type=string;
adxSku.defaultValue=Deny;
adxSku.allowedValues=Audit Deny Disabled;
adxModifyPublicNetworkAccess.type=string;
adxModifyPublicNetworkAccess.defaultValue=Modify;
adxModifyPublicNetworkAccess.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-DataFactory","Custom","Not Specified","Enforce recommended guardrails for Data Factory","This policy initiative is a group of policies that ensures Data Factory is compliant per regulated Landing Zones.","adfSqlIntegration.type=string;
adfSqlIntegration.defaultValue=Deny;
adfSqlIntegration.allowedValues=Audit Deny Disabled;
adfLinkedServiceKeyVault.type=string;
adfLinkedServiceKeyVault.defaultValue=Deny;
adfLinkedServiceKeyVault.allowedValues=Audit Deny Disabled;
adfGit.type=string;
adfGit.defaultValue=Deny;
adfGit.allowedValues=Audit Deny Disabled;
adfManagedIdentity.type=string;
adfManagedIdentity.defaultValue=Deny;
adfManagedIdentity.allowedValues=Audit Deny Disabled;
adfModifyPublicNetworkAccess.type=string;
adfModifyPublicNetworkAccess.defaultValue=Modify;
adfModifyPublicNetworkAccess.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-EventGrid","Custom","Not Specified","Enforce recommended guardrails for Event Grid","This policy initiative is a group of policies that ensures Event Grid is compliant per regulated Landing Zones.","eventGridLocalAuth.type=string;
eventGridLocalAuth.defaultValue=Deny;
eventGridLocalAuth.allowedValues=Audit Deny Disabled;
eventGridPartnerNamespaceLocalAuth.type=string;
eventGridPartnerNamespaceLocalAuth.defaultValue=Deny;
eventGridPartnerNamespaceLocalAuth.allowedValues=Audit Deny Disabled;
eventGridPartnerNamespaceModifyLocalAuth.type=string;
eventGridPartnerNamespaceModifyLocalAuth.defaultValue=Modify;
eventGridPartnerNamespaceModifyLocalAuth.allowedValues=Modify Disabled;
eventGridTopicLocalAuth.type=string;
eventGridTopicLocalAuth.defaultValue=Deny;
eventGridTopicLocalAuth.allowedValues=Audit Deny Disabled;
eventGridTopicModifyLocalAuth.type=string;
eventGridTopicModifyLocalAuth.defaultValue=Modify;
eventGridTopicModifyLocalAuth.allowedValues=Modify Disabled;
eventGridDomainModifyLocalAuth.type=string;
eventGridDomainModifyLocalAuth.defaultValue=Modify;
eventGridDomainModifyLocalAuth.allowedValues=Modify Disabled;
eventGridDomainModifyPublicNetworkAccess.type=string;
eventGridDomainModifyPublicNetworkAccess.defaultValue=Modify;
eventGridDomainModifyPublicNetworkAccess.allowedValues=Modify Disabled;
eventGridTopicModifyPublicNetworkAccess.type=string;
eventGridTopicModifyPublicNetworkAccess.defaultValue=Modify;
eventGridTopicModifyPublicNetworkAccess.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-EventHub","Custom","Not Specified","Enforce recommended guardrails for Event Hub","This policy initiative is a group of policies that ensures Event Hub is compliant per regulated Landing Zones.","eventHubAuthRules.type=string;
eventHubAuthRules.defaultValue=Deny;
eventHubAuthRules.allowedValues=Audit Deny Disabled;
eventHubNamespacesLocalAuth.type=string;
eventHubNamespacesLocalAuth.defaultValue=Deny;
eventHubNamespacesLocalAuth.allowedValues=Audit Deny Disabled;
eventHubNamespacesModifyLocalAuth.type=string;
eventHubNamespacesModifyLocalAuth.defaultValue=Modify;
eventHubNamespacesModifyLocalAuth.allowedValues=Modify Disabled;
eventHubNamespacesDoubleEncryption.type=string;
eventHubNamespacesDoubleEncryption.defaultValue=Deny;
eventHubNamespacesDoubleEncryption.allowedValues=Audit Deny Disabled","None","None"
"Enforce-Guardrails-KeyVault-Sup","Custom","Not Specified","Enforce additional recommended guardrails for Key Vault","This policy initiative is a group of policies that ensures Key Vault is compliant per regulated Landing Zones.","keyVaultManagedHsmDisablePublicNetworkModify.type=string;
keyVaultManagedHsmDisablePublicNetworkModify.defaultValue=Modify;
keyVaultManagedHsmDisablePublicNetworkModify.allowedValues=Modify Disabled;
keyVaultModifyFw.type=string;
keyVaultModifyFw.defaultValue=Modify;
keyVaultModifyFw.allowedValues=Modify Disabled","None","None"
"Enforce-Guardrails-KeyVault","Custom","Not Specified","Enforce recommended guardrails for Azure Key Vault","Enforce recommended guardrails for Azure Key Vault.","effectKvSoftDelete.type=String;
effectKvSoftDelete.metadata.displayName=Effect - KV Soft Delete;
effectKvSoftDelete.metadata.description=Enable or disable the execution of the policy;
effectKvSoftDelete.allowedValues=Audit Deny Disabled;
effectKvSoftDelete.defaultValue=Deny;
effectKvPurgeProtection.type=String;
effectKvPurgeProtection.metadata.displayName=Effect - KV Purge Protection;
effectKvPurgeProtection.metadata.description=Enable or disable the execution of the policy;
effectKvPurgeProtection.allowedValues=Audit Deny Disabled;
effectKvPurgeProtection.defaultValue=Deny;
effectKvSecretsExpire.type=String;
effectKvSecretsExpire.metadata.displayName=Effect - KV Secrets Expiry;
effectKvSecretsExpire.metadata.description=Enable or disable the execution of the policy;
effectKvSecretsExpire.allowedValues=Audit Deny Disabled;
effectKvSecretsExpire.defaultValue=Audit;
effectKvKeysExpire.type=String;
effectKvKeysExpire.metadata.displayName=Effect - KV Keys Expiry;
effectKvKeysExpire.metadata.description=Enable or disable the execution of the policy;
effectKvKeysExpire.allowedValues=Audit Deny Disabled;
effectKvKeysExpire.defaultValue=Audit;
effectKvFirewallEnabled.type=String;
effectKvFirewallEnabled.metadata.displayName=Effect - KV Firewall Enabled;
effectKvFirewallEnabled.metadata.description=Enable or disable the execution of the policy;
effectKvFirewallEnabled.allowedValues=Audit Deny Disabled;
effectKvFirewallEnabled.defaultValue=Audit;
effectKvCertLifetime.type=String;
effectKvCertLifetime.metadata.displayName=Effect - KV Certificate Lifetime;
effectKvCertLifetime.metadata.description=Enable or disable the execution of the policy;
effectKvCertLifetime.allowedValues=audit Audit deny Deny disabled Disabled;
effectKvCertLifetime.defaultValue=Audit;
maximumCertLifePercentageLife.type=Integer;
maximumCertLifePercentageLife.metadata.displayName=The maximum lifetime percentage;
maximumCertLifePercentageLife.metadata.description=Enter the percentage of lifetime of the certificate when you want to trigger the policy action. For example, to trigger a policy action at 80% of the certificate's valid life, enter '80'.;
maximumCertLifePercentageLife.defaultValue=80;
minimumCertLifeDaysBeforeExpiry.type=Integer;
minimumCertLifeDaysBeforeExpiry.metadata.displayName=The minimum days before expiry;
minimumCertLifeDaysBeforeExpiry.metadata.description=Enter the days before expiration of the certificate when you want to trigger the policy action. For example, to trigger a policy action 90 days before the certificate's expiration, enter '90'.;
minimumCertLifeDaysBeforeExpiry.defaultValue=90;
effectKvKeysLifetime.type=String;
effectKvKeysLifetime.metadata.displayName=Effect - KV Keys Lifetime;
effectKvKeysLifetime.metadata.description=Enable or disable the execution of the policy;
effectKvKeysLifetime.allowedValues=Audit Deny Disabled;
effectKvKeysLifetime.defaultValue=Audit;
minimumKeysLifeDaysBeforeExpiry.type=Integer;
minimumKeysLifeDaysBeforeExpiry.metadata.displayName=The minimum days before expiry;
minimumKeysLifeDaysBeforeExpiry.metadata.description=Enter the days before expiration of the certificate when you want to trigger the policy action. For example, to trigger a policy action 90 days before the certificate's expiration, enter '90'.;
minimumKeysLifeDaysBeforeExpiry.defaultValue=90;
effectKvSecretsLifetime.type=String;
effectKvSecretsLifetime.metadata.displayName=Effect - KV Secrets Lifetime;
effectKvSecretsLifetime.metadata.description=Enable or disable the execution of the policy;
effectKvSecretsLifetime.allowedValues=Audit Deny Disabled;
effectKvSecretsLifetime.defaultValue=Audit;
minimumSecretsLifeDaysBeforeExpiry.type=Integer;
minimumSecretsLifeDaysBeforeExpiry.metadata.displayName=The minimum days before expiry;
minimumSecretsLifeDaysBeforeExpiry.metadata.description=Enter the days before expiration of the certificate when you want to trigger the policy action. For example, to trigger a policy action 90 days before the certificate's expiration, enter '90'.;
minimumSecretsLifeDaysBeforeExpiry.defaultValue=90;
keyVaultCheckMinimumRSACertificateSize.type=string;
keyVaultCheckMinimumRSACertificateSize.defaultValue=Deny;
keyVaultCheckMinimumRSACertificateSize.allowedValues=audit Audit deny Deny disabled Disabled;
keyVaultMinimumRSACertificateSizeValue.type=integer;
keyVaultMinimumRSACertificateSizeValue.defaultValue=2048;
keyVaultMinimumRSACertificateSizeValue.allowedValues=2048 3072 4096;
keyVaultManagedHsmCheckMinimumRSAKeySize.type=string;
keyVaultManagedHsmCheckMinimumRSAKeySize.defaultValue=Deny;
keyVaultManagedHsmCheckMinimumRSAKeySize.allowedValues=Audit Deny Disabled;
keyVaultManagedHsmMinimumRSAKeySizeValue.type=integer;
keyVaultManagedHsmMinimumRSAKeySizeValue.defaultValue=2048;
keyVaultManagedHsmMinimumRSAKeySizeValue.allowedValues=2048 3072 4096;
keyVaultCheckMinimumRSAKeySize.type=string;
keyVaultCheckMinimumRSAKeySize.defaultValue=Deny;
keyVaultCheckMinimumRSAKeySize.allowedValues=Audit Deny Disabled;
keyVaultMinimumRSAKeySizeValue.type=integer;
keyVaultMinimumRSAKeySizeValue.defaultValue=2048;
keyVaultMinimumRSAKeySizeValue.allowedValues=2048 3072 4096;
keyVaultArmRbac.type=string;
keyVaultArmRbac.defaultValue=Deny;
keyVaultArmRbac.allowedValues=Audit Deny Disabled;
keyVaultHmsPurgeProtection.type=string;
keyVaultHmsPurgeProtection.defaultValue=Deny;
keyVaultHmsPurgeProtection.allowedValues=Audit Deny Disabled;
keyVaultCertificatesPeriod.type=string;
keyVaultCertificatesPeriod.defaultValue=Disabled;
keyVaultCertificatesPeriod.allowedValues=audit Audit deny Deny disabled Disabled;
keyVaultCertValidPeriod.type=integer;
keyVaultCertValidPeriod.defaultValue=12;
keyVaultHmsKeysExpiration.type=string;
keyVaultHmsKeysExpiration.defaultValue=Deny;
keyVaultHmsKeysExpiration.allowedValues=Audit Deny Disabled;
keysValidPeriod.type=string;
keysValidPeriod.defaultValue=Disabled;
keysValidPeriod.allowedValues=Audit Deny Disabled;
keysValidityInDays.type=integer;
keysValidityInDays.defaultValue=90;
secretsValidPeriod.type=string;
secretsValidPeriod.defaultValue=Deny;
secretsValidPeriod.allowedValues=Audit Deny Disabled;
secretsValidityInDays.type=integer;
secretsValidityInDays.defaultValue=90;
keyVaultCertKeyTypes.type=string;
keyVaultCertKeyTypes.defaultValue=Deny;
keyVaultCertKeyTypes.allowedValues=audit Audit deny Deny disabled Disabled;
keyVaultEllipticCurve.type=string;
keyVaultEllipticCurve.defaultValue=Deny;
keyVaultEllipticCurve.allowedValues=audit Audit deny Deny disabled Disabled;
keyVaultCryptographicType.type=string;
keyVaultCryptographicType.defaultValue=Deny;
keyVaultCryptographicType.allowedValues=Audit Deny Disabled;
keysActive.type=string;
keysActive.defaultValue=Disabled;
keysActive.allowedValues=Audit Deny Disabled;
keysActiveInDays.type=integer;
keysActiveInDays.defaultValue=90;
keysCurveNames.type=string;
keysCurveNames.defaultValue=Deny;
keysCurveNames.allowedValues=Audit Deny Disabled;
secretsActiveInDays.type=integer;
secretsActiveInDays.defaultValue=90;
secretsActive.type=string;
secretsActive.defaultValue=Disabled;
secretsActive.allowedValues=Audit Deny Disabled;
keyVaultSecretContentType.type=string;
keyVaultSecretContentType.defaultValue=Deny;
keyVaultSecretContentType.allowedValues=Audit Deny Disabled;
keyVaultNonIntegratedCa.type=string;
keyVaultNonIntegratedCa.defaultValue=Disabled;
keyVaultNonIntegratedCa.allowedValues=audit Audit deny Deny disabled Disabled;
keyVaultNonIntegratedCaValue.type=string;
keyVaultNonIntegratedCaValue.defaultValue=;
keyVaultNonIntegratedCaValue.metadata.displayName=The common name of the certificate authority;
keyVaultNonIntegratedCaValue.metadata.description=The common name (CN) of the Certificate Authority (CA) provider. For example, for an issuer CN = Contoso, OU = .., DC = .., you can specify Contoso;
keyVaultIntegratedCa.type=string;
keyVaultIntegratedCa.defaultValue=Deny;
keyVaultIntegratedCa.allowedValues=audit Audit deny Deny disabled Disabled;
keyVaultIntegratedCaValue.type=array;
keyVaultIntegratedCaValue.defaultValue=DigiCert GlobalSign;
keyVaultHsmMinimumDaysBeforeExpiration.type=string;
keyVaultHsmMinimumDaysBeforeExpiration.defaultValue=Deny;
keyVaultHsmMinimumDaysBeforeExpiration.allowedValues=Audit Deny Disabled;
keyVaultHsmMinimumDaysBeforeExpirationValue.type=integer;
keyVaultHsmMinimumDaysBeforeExpirationValue.defaultValue=90;
keyVaultHmsCurveNames.type=string;
keyVaultHmsCurveNames.defaultValue=Deny;
keyVaultHmsCurveNames.allowedValues=Audit Deny Disabled;
keyVaultHmsCurveNamesValue.type=array;
keyVaultHmsCurveNamesValue.defaultValue=P-256 P-256K P-384 P-521;
keyVaultCertificateNotExpireWithinSpecifiedNumberOfDays.type=string;
keyVaultCertificateNotExpireWithinSpecifiedNumberOfDays.defaultValue=Deny;
keyVaultCertificateNotExpireWithinSpecifiedNumberOfDays.allowedValues=audit Audit deny Deny disabled Disabled;
keyVaultCertificateNotExpireWithinSpecifiedNumberOfDaysValue.type=integer;
keyVaultCertificateNotExpireWithinSpecifiedNumberOfDaysValue.defaultValue=90","None","None"
